Vardas         Pavarde             ND1  ND2  ND3  ND4  ND5  Egz  
Vardas3034     Pavarde3034         2    9    3    8    3    5    
Vardas4743     Pavarde4743         6    1    6    4    7    4    
Vardas4234     Pavarde4234         5    4    6    4    3    9    
Vardas211      Pavarde211          10   3    2    9    2    10   
Vardas4218     Pavarde4218         5    8    6    10   1    4    
Vardas9170     Pavarde9170         9    9    5    9    1    6    
Vardas1825     Pavarde1825         4    10   2    1    9    10   
Vardas2140     Pavarde2140         5    9    9    8    9    8    
Vardas7225     Pavarde7225         7    2    1    1    10   10   
Vardas8343     Pavarde8343         3    9    3    10   9    4    
Vardas5943     Pavarde5943         9    2    9    6    1    7    
Vardas5797     Pavarde5797         10   2    6    3    2    6    
Vardas6072     Pavarde6072         5    9    3    1    10   2    
Vardas2070     Pavarde2070         8    3    9    5    4    2    
Vardas1008     Pavarde1008         4    7    4    5    7    2    
Vardas7776     Pavarde7776         1    4    9    6    8    7    
Vardas8946     Pavarde8946         1    1    8    10   2    6    
Vardas4877     Pavarde4877         2    4    9    1    8    10   
Vardas1297     Pavarde1297         8    4    8    3    2    8    
Vardas3501     Pavarde3501         8    2    9    10   8    7    
Vardas8193     Pavarde8193         5    7    1    10   4    4    
Vardas7432     Pavarde7432         9    10   1    7    5    6    
Vardas9397     Pavarde9397         1    4    3    7    1    5    
Vardas8149     Pavarde8149         10   10   6    5    10   1    
Vardas6161     Pavarde6161         5    6    4    9    5    3    
Vardas4203     Pavarde4203         10   2    10   7    7    8    
Vardas8462     Pavarde8462         6    9    7    10   4    10   
Vardas5081     Pavarde5081         9    8    4    10   10   8    
Vardas7097     Pavarde7097         10   5    9    1    9    4    
Vardas318      Pavarde318          9    2    8    2    1    7    
Vardas959      Pavarde959          9    8    2    1    7    1    
Vardas5243     Pavarde5243         1    3    7    6    9    2    
Vardas4760     Pavarde4760         6    3    1    9    7    5    
Vardas7417     Pavarde7417         4    10   4    3    8    2    
Vardas1304     Pavarde1304         2    2    6    9    5    10   
Vardas2317     Pavarde2317         7    10   7    8    8    9    
Vardas1054     Pavarde1054         2    4    8    3    3    5    
Vardas1008     Pavarde1008         1    4    5    4    4    8    
Vardas1874     Pavarde1874         2    1    8    8    9    2    
Vardas9049     Pavarde9049         7    9    9    7    4    6    
Vardas4091     Pavarde4091         4    5    6    5    4    5    
Vardas4031     Pavarde4031         2    2    8    6    9    6    
Vardas1484     Pavarde1484         7    6    3    7    2    2    
Vardas1856     Pavarde1856         3    9    5    6    9    6    
Vardas2236     Pavarde2236         2    7    4    6    9    9    
Vardas7001     Pavarde7001         6    10   10   6    9    9    
Vardas2870     Pavarde2870         8    3    6    2    2    9    
Vardas4231     Pavarde4231         3    4    4    6    1    5    
Vardas2980     Pavarde2980         5    6    8    10   10   2    
Vardas493      Pavarde493          3    6    1    2    2    1    
Vardas6125     Pavarde6125         3    9    2    10   10   2    
Vardas1390     Pavarde1390         9    4    3    5    2    9    
Vardas6600     Pavarde6600         6    2    9    1    6    4    
Vardas4202     Pavarde4202         1    5    9    10   7    3    
Vardas4808     Pavarde4808         2    8    4    3    3    1    
Vardas1347     Pavarde1347         1    8    6    2    8    7    
Vardas3454     Pavarde3454         1    7    2    10   6    9    
Vardas645      Pavarde645          7    1    1    3    4    7    
Vardas241      Pavarde241          3    2    9    4    7    7    
Vardas3143     Pavarde3143         2    10   5    4    10   9    
Vardas4232     Pavarde4232         5    7    9    5    6    8    
Vardas4344     Pavarde4344         7    3    4    3    5    2    
Vardas9830     Pavarde9830         6    4    10   10   5    5    
Vardas8318     Pavarde8318         5    2    7    9    2    9    
Vardas7724     Pavarde7724         7    1    7    7    3    10   
Vardas9037     Pavarde9037         9    10   1    7    4    7    
Vardas4289     Pavarde4289         9    7    3    7    8    9    
Vardas6093     Pavarde6093         7    4    2    9    5    2    
Vardas1879     Pavarde1879         8    3    10   6    7    6    
Vardas3739     Pavarde3739         1    3    10   8    5    4    
Vardas2373     Pavarde2373         6    9    3    5    10   4    
Vardas1534     Pavarde1534         9    9    2    10   8    9    
Vardas9026     Pavarde9026         10   2    5    10   9    4    
Vardas6816     Pavarde6816         2    10   10   4    7    5    
Vardas2027     Pavarde2027         10   2    2    1    7    2    
Vardas9351     Pavarde9351         10   8    6    8    4    6    
Vardas7027     Pavarde7027         10   3    10   10   3    3    
Vardas6752     Pavarde6752         10   6    8    6    9    7    
Vardas6813     Pavarde6813         9    10   8    3    1    4    
Vardas8285     Pavarde8285         7    4    4    10   3    2    
Vardas632      Pavarde632          9    8    7    1    6    7    
Vardas460      Pavarde460          10   9    10   5    6    1    
Vardas6257     Pavarde6257         9    8    5    1    9    1    
Vardas4722     Pavarde4722         5    4    3    9    5    8    
Vardas8624     Pavarde8624         8    2    7    1    3    8    
Vardas3814     Pavarde3814         5    8    4    10   9    2    
Vardas3897     Pavarde3897         9    2    4    9    4    1    
Vardas4982     Pavarde4982         1    10   8    1    1    5    
Vardas1052     Pavarde1052         5    7    10   1    1    5    
Vardas5859     Pavarde5859         3    6    10   8    3    2    
Vardas9338     Pavarde9338         1    5    7    6    2    9    
Vardas1661     Pavarde1661         10   9    4    8    1    7    
Vardas5509     Pavarde5509         7    5    9    8    5    9    
Vardas3090     Pavarde3090         2    7    3    4    3    2    
Vardas9354     Pavarde9354         6    8    1    2    8    7    
Vardas8861     Pavarde8861         2    3    1    10   7    7    
Vardas6767     Pavarde6767         1    7    4    9    1    6    
Vardas2477     Pavarde2477         1    6    4    8    3    7    
Vardas3726     Pavarde3726         4    8    5    8    7    9    
Vardas6330     Pavarde6330         4    5    8    4    1    5    
Vardas1933     Pavarde1933         3    6    9    6    5    2    
Vardas5612     Pavarde5612         9    5    3    10   2    4    
Vardas1907     Pavarde1907         5    2    1    2    9    10   
Vardas1621     Pavarde1621         9    10   8    1    6    5    
Vardas1156     Pavarde1156         3    7    3    4    5    9    
Vardas1154     Pavarde1154         1    7    9    3    2    2    
Vardas8540     Pavarde8540         3    4    7    2    5    8    
Vardas914      Pavarde914          2    6    8    3    8    7    
Vardas341      Pavarde341          3    5    6    8    3    2    
Vardas1746     Pavarde1746         4    4    9    9    5    3    
Vardas9452     Pavarde9452         8    4    1    9    1    7    
Vardas3785     Pavarde3785         7    5    4    9    8    1    
Vardas8823     Pavarde8823         7    1    6    3    6    7    
Vardas8162     Pavarde8162         3    7    6    9    6    4    
Vardas9365     Pavarde9365         3    9    10   7    6    9    
Vardas4704     Pavarde4704         3    5    10   10   3    4    
Vardas3394     Pavarde3394         4    10   7    7    9    2    
Vardas2371     Pavarde2371         3    4    7    10   1    6    
Vardas4194     Pavarde4194         7    9    3    9    1    6    
Vardas9302     Pavarde9302         6    7    7    4    8    7    
Vardas3778     Pavarde3778         7    2    3    9    9    9    
Vardas1198     Pavarde1198         8    9    6    3    8    1    
Vardas241      Pavarde241          1    5    10   1    4    2    
Vardas8835     Pavarde8835         9    4    10   8    4    7    
Vardas9402     Pavarde9402         8    8    10   3    5    4    
Vardas147      Pavarde147          8    8    8    8    5    3    
Vardas1475     Pavarde1475         6    9    3    7    10   6    
Vardas5326     Pavarde5326         2    5    7    8    1    9    
Vardas1959     Pavarde1959         2    9    5    8    3    3    
Vardas7166     Pavarde7166         8    6    2    9    3    5    
Vardas1655     Pavarde1655         6    9    7    1    4    4    
Vardas6190     Pavarde6190         2    4    4    4    7    3    
Vardas9768     Pavarde9768         8    9    8    8    9    5    
Vardas3355     Pavarde3355         3    6    2    2    4    5    
Vardas9716     Pavarde9716         2    5    5    8    7    9    
Vardas7781     Pavarde7781         1    3    7    8    10   9    
Vardas6540     Pavarde6540         2    10   5    6    3    7    
Vardas828      Pavarde828          4    3    7    2    9    9    
Vardas7959     Pavarde7959         2    3    2    10   6    1    
Vardas4777     Pavarde4777         4    9    6    1    9    5    
Vardas923      Pavarde923          10   4    1    6    6    10   
Vardas9816     Pavarde9816         8    4    3    4    10   5    
Vardas8061     Pavarde8061         3    8    3    8    4    3    
Vardas6565     Pavarde6565         5    10   1    1    1    10   
Vardas9704     Pavarde9704         3    7    9    3    6    8    
Vardas774      Pavarde774          1    8    3    5    2    9    
Vardas9089     Pavarde9089         5    8    5    4    7    5    
Vardas3680     Pavarde3680         3    10   5    10   2    6    
Vardas8886     Pavarde8886         2    7    1    5    8    4    
Vardas1689     Pavarde1689         1    3    2    5    10   6    
Vardas2809     Pavarde2809         9    1    5    3    2    6    
Vardas6540     Pavarde6540         6    9    5    4    6    1    
Vardas6152     Pavarde6152         1    1    10   8    10   10   
Vardas1806     Pavarde1806         6    8    3    8    10   4    
Vardas5101     Pavarde5101         4    7    4    5    5    6    
Vardas4625     Pavarde4625         3    4    8    8    9    10   
Vardas4927     Pavarde4927         3    8    5    9    2    6    
Vardas4819     Pavarde4819         10   5    9    2    6    1    
Vardas3257     Pavarde3257         7    1    7    1    7    5    
Vardas922      Pavarde922          1    5    9    5    9    10   
Vardas6462     Pavarde6462         9    2    9    1    5    6    
Vardas5259     Pavarde5259         4    10   1    2    7    9    
Vardas6084     Pavarde6084         4    7    5    6    1    6    
Vardas4432     Pavarde4432         4    8    4    2    4    8    
Vardas2785     Pavarde2785         3    5    8    6    9    3    
Vardas5567     Pavarde5567         3    8    9    4    10   3    
Vardas6320     Pavarde6320         1    3    4    3    9    2    
Vardas3238     Pavarde3238         4    5    4    8    3    2    
Vardas2623     Pavarde2623         7    4    4    1    8    2    
Vardas2343     Pavarde2343         6    8    1    2    8    4    
Vardas1491     Pavarde1491         10   8    4    4    2    9    
Vardas6468     Pavarde6468         7    6    10   10   7    4    
Vardas828      Pavarde828          4    6    9    3    5    9    
Vardas665      Pavarde665          7    1    3    7    6    2    
Vardas2262     Pavarde2262         1    9    5    2    9    10   
Vardas1672     Pavarde1672         4    10   3    8    5    2    
Vardas6819     Pavarde6819         5    7    5    6    8    5    
Vardas9264     Pavarde9264         2    6    2    2    8    6    
Vardas3341     Pavarde3341         3    6    5    8    1    8    
Vardas4058     Pavarde4058         9    9    9    1    8    5    
